product,price,link,years,kilometraje,created,id,city,state
chevrolet trooper 3.2 960,40000000,https://carro.mercadolibre.com.co/mco-1449877383-chevrolet-trooper-32-_jm#position%3d33%26search_layout%3dgrid%26type%3ditem%26tracking_id%3d5b19cb24-a62b-4bed-a5b8-1156dd7d22a8,1998,201000,2024-07-11,1449877383,teusaquillo,bogota d.c.
mercedes-benz clase a 1.6 a 200,45000000,https://carro.mercadolibre.com.co/mco-1449900949-mercedes-benz-clase-a-16-a-200-_jm#position%3d34%26search_layout%3dgrid%26type%3ditem%26tracking_id%3d5b19cb24-a62b-4bed-a5b8-1156dd7d22a8,2015,271000,2024-07-11,1449900949,la ceja,antioquia
ford fiesta 1.6 sportback automatica,28500000,https://carro.mercadolibre.com.co/mco-1449937865-ford-fiesta-sportback-at-16-_jm#position%3d35%26search_layout%3dgrid%26type%3ditem%26tracking_id%3d5b19cb24-a62b-4bed-a5b8-1156dd7d22a8,2012,105000,2024-07-11,1449937865,suba,bogota d.c.
toyota yaris 1.5 xl,68000000,https://carro.mercadolibre.com.co/mco-2519129336-toyota-yaris-xl-15-_jm#position%3d36%26search_layout%3dgrid%26type%3ditem%26tracking_id%3d5b19cb24-a62b-4bed-a5b8-1156dd7d22a8,2022,28100,2024-07-11,2519129336,puente aranda,bogota d.c.
renault twingo 1.2 dynamique,17000000,https://carro.mercadolibre.com.co/mco-2519084048-renault-twingo-dynamique-_jm#position%3d37%26search_layout%3dgrid%26type%3ditem%26tracking_id%3d5b19cb24-a62b-4bed-a5b8-1156dd7d22a8,2005,180000,2024-07-11,2519084048,suba,bogota d.c.
toyota hilux 2.8 srx,230000000,https://carro.mercadolibre.com.co/mco-2519094982-toyota-hilux-srx-_jm#position%3d38%26search_layout%3dgrid%26type%3ditem%26tracking_id%3d5b19cb24-a62b-4bed-a5b8-1156dd7d22a8,2022,27000,2024-07-11,2519094982,suba,bogota d.c.
bmw x3 2.0 f25 xdrive20i,72000000,https://carro.mercadolibre.com.co/mco-1449550047-bmw-x3-_jm#position%3d39%26search_layout%3dgrid%26type%3ditem%26tracking_id%3d5b19cb24-a62b-4bed-a5b8-1156dd7d22a8,2013,89500,2024-07-11,1449550047,suba,bogota d.c.
honda cr-v 2.4 5dr lxc 2wd,62000000,https://carro.mercadolibre.com.co/mco-2516412704-honda-cr-v-5dr-lxc-2wd-_jm#position%3d40%26search_layout%3dgrid%26type%3ditem%26tracking_id%3d5b19cb24-a62b-4bed-a5b8-1156dd7d22a8,2016,112000,2024-07-11,2516412704,suba,bogota d.c.
ford mustang 5.0 gt premium convertible,178000000,https://carro.mercadolibre.com.co/mco-2516351028-ford-mustang-_jm#position%3d41%26search_layout%3dgrid%26type%3ditem%26tracking_id%3d5b19cb24-a62b-4bed-a5b8-1156dd7d22a8,2019,39500,2024-07-11,2516351028,usaquen,bogota d.c.
ford fiesta 1.6 sportback se,42600000,https://carro.mercadolibre.com.co/mco-1449498221-ford-fiesta-_jm#position%3d42%26search_layout%3dgrid%26type%3ditem%26tracking_id%3d5b19cb24-a62b-4bed-a5b8-1156dd7d22a8,2017,54350,2024-07-11,1449498221,usaquen,bogota d.c.
renault duster 2.0 dynamique 4x4,63500000,https://carro.mercadolibre.com.co/mco-1449485097-renault-duster-_jm#position%3d43%26search_layout%3dgrid%26type%3ditem%26tracking_id%3d5b19cb24-a62b-4bed-a5b8-1156dd7d22a8,2021,51000,2024-07-11,1449485097,usaquen,bogota d.c.
jeep renegade 1.8 sport,78000000,https://carro.mercadolibre.com.co/mco-1449558787-jeep-renegade-_jm#position%3d44%26search_layout%3dgrid%26type%3ditem%26tracking_id%3d5b19cb24-a62b-4bed-a5b8-1156dd7d22a8,2022,18997,2024-07-11,1449558787,usaquen,bogota d.c.
volkswagen gol 1.8 basico,19800000,https://carro.mercadolibre.com.co/mco-1449495005-volkswagen-gol-18-basico-mt-_jm#position%3d45%26search_layout%3dgrid%26type%3ditem%26tracking_id%3d5b19cb24-a62b-4bed-a5b8-1156dd7d22a8,2005,160000,2024-07-11,1449495005,chapinero,bogota d.c.
nissan pathfinder 3.5 r50 ancha,29500000,https://carro.mercadolibre.com.co/mco-1449505867-nissan-pathfinder-std-_jm#position%3d46%26search_layout%3dgrid%26type%3ditem%26tracking_id%3d5b19cb24-a62b-4bed-a5b8-1156dd7d22a8,2002,196250,2024-07-11,1449505867,chapinero,bogota d.c.
ford escape 2.5 platinum  fhev hibrida,192000000,https://carro.mercadolibre.com.co/mco-2516186590-ford-escape-platinum-fhev-hibrrido-at-25-4x4-_jm#position%3d47%26search_layout%3dgrid%26type%3ditem%26tracking_id%3d5b19cb24-a62b-4bed-a5b8-1156dd7d22a8,2023,7250,2024-07-11,2516186590,cota,cundinamarca
volkswagen voyage 1.6 highline,42000000,https://carro.mercadolibre.com.co/mco-2516211882-volkswagen-voyage-highline-at-16-2018-_jm#position%3d48%26search_layout%3dgrid%26type%3ditem%26tracking_id%3d5b19cb24-a62b-4bed-a5b8-1156dd7d22a8,2018,45000,2024-07-11,2516211882,suba,bogota d.c.
ford escape 2.0 se 4x4,52500000,https://carro.mercadolibre.com.co/mco-2503523026-ford-escape-se-_jm#position%3d48%26search_layout%3dgrid%26type%3ditem%26tracking_id%3daa5b8a98-58c5-41ad-8cf1-2e6ca820fc0d,2014,101159,2024-07-05,2503523026,suba,bogota d.c.
mercedes-benz clase a 1.4 turbo progressive,115000000,https://carro.mercadolibre.com.co/mco-1447112233-mercedes-benz-a-200-_jm#position%3d3%26search_layout%3dgrid%26type%3ditem%26tracking_id%3d623afc31-106b-42c8-9581-d169ee82ec7e,2020,37315,2024-07-04,1447112233,usaquen,bogota d.c.
toyota fortuner 2.7 sr5 4x4,77000000,https://carro.mercadolibre.com.co/mco-2503125276-toyota-fortuner-sr5-27-_jm#position%3d5%26search_layout%3dgrid%26type%3ditem%26tracking_id%3d623afc31-106b-42c8-9581-d169ee82ec7e,2011,119000,2024-07-04,2503125276,bosa,bogota d.c.
toyota rush 1.5 high 7 pasajeros,85900000,https://carro.mercadolibre.com.co/mco-2503116916-toyota-rush-15-high-7-pasajeros-_jm#position%3d6%26search_layout%3dgrid%26type%3ditem%26tracking_id%3d623afc31-106b-42c8-9581-d169ee82ec7e,2019,37500,2024-07-04,2503116916,suba,bogota d.c.
renault sandero 1.6 life,55400000,https://carro.mercadolibre.com.co/mco-2503127388-renault-sandero-life--_jm#position%3d7%26search_layout%3dgrid%26type%3ditem%26tracking_id%3d623afc31-106b-42c8-9581-d169ee82ec7e,2023,5180,2024-07-04,2503127388,ciudad bolivar,bogota d.c.
kia stonic 1.0  zenith hibrid mt,80000000,https://carro.mercadolibre.com.co/mco-2501522974-kia-stonic-zenith-hybrid-mt-10-_jm#position%3d8%26search_layout%3dgrid%26type%3ditem%26tracking_id%3d623afc31-106b-42c8-9581-d169ee82ec7e,2022,17700,2024-07-04,2501522974,usaquen,bogota d.c.
nissan sentra 1.8 b17 fl exclusive,65000000,https://carro.mercadolibre.com.co/mco-2501548488-nissan-sentra-18-_jm#position%3d9%26search_layout%3dgrid%26type%3ditem%26tracking_id%3d623afc31-106b-42c8-9581-d169ee82ec7e,2020,36800,2024-07-04,2501548488,usaquen,bogota d.c.
hyundai elantra 1.6 gls,43000000,https://carro.mercadolibre.com.co/mco-2501466448-hyundai-elantra-16-gls-2012-_jm#position%3d10%26search_layout%3dgrid%26type%3ditem%26tracking_id%3d623afc31-106b-42c8-9581-d169ee82ec7e,2012,87014,2024-07-04,2501466448,engativa,bogota d.c.
subaru wrx fa 2.0l mt,170000000,https://carro.mercadolibre.com.co/mco-2501580692-subaru-wrx-_jm#position%3d11%26search_layout%3dgrid%26type%3ditem%26tracking_id%3d623afc31-106b-42c8-9581-d169ee82ec7e,2017,95783,2024-07-04,2501580692,usaquen,bogota d.c.
kia picanto 1.25 vibrant mt,45900000,https://carro.mercadolibre.com.co/mco-2501503502-kia-picanto-_jm#position%3d12%26search_layout%3dgrid%26type%3ditem%26tracking_id%3d623afc31-106b-42c8-9581-d169ee82ec7e,2020,26600,2024-07-04,2501503502,usaquen,bogota d.c.
mazda 6 2.5 grand touring lx,80000000,https://carro.mercadolibre.com.co/mco-2501477188-mazda-6-grand-touring-lx-tp-25-_jm#position%3d13%26search_layout%3dgrid%26type%3ditem%26tracking_id%3d623afc31-106b-42c8-9581-d169ee82ec7e,2016,37000,2024-07-04,2501477188,kennedy,bogota d.c.
ford ranger 3.2 limited,155000000,https://carro.mercadolibre.com.co/mco-2501579784-ford-ranger-_jm#position%3d14%26search_layout%3dgrid%26type%3ditem%26tracking_id%3d623afc31-106b-42c8-9581-d169ee82ec7e,2020,47190,2024-07-04,2501579784,kennedy,bogota d.c.
renault sandero 1.6 life + plus,44900000,https://carro.mercadolibre.com.co/mco-1446590457-renault-sandero-life-plus-16-_jm#position%3d15%26search_layout%3dgrid%26type%3ditem%26tracking_id%3d623afc31-106b-42c8-9581-d169ee82ec7e,2023,27000,2024-07-04,1446590457,usaquen,bogota d.c.
kia picanto mornig,22900000,https://carro.mercadolibre.com.co/mco-1446702113-kia-picanto-_jm#position%3d18%26search_layout%3dgrid%26type%3ditem%26tracking_id%3d623afc31-106b-42c8-9581-d169ee82ec7e,2011,71000,2024-07-04,1446702113,suba,bogota d.c.
peugeot expert 2.0 turbo diesel,91900000,https://carro.mercadolibre.com.co/mco-1446701833-peugeot-expert-20-turbo-diesel-_jm#position%3d20%26search_layout%3dgrid%26type%3ditem%26tracking_id%3d623afc31-106b-42c8-9581-d169ee82ec7e,2019,67000,2024-07-04,1446701833,suba,bogota d.c.
chevrolet onix 1.0 lt,49500000,https://carro.mercadolibre.com.co/mco-1446596283-chevrolet-onix-10-lt-2021-_jm#position%3d22%26search_layout%3dgrid%26type%3ditem%26tracking_id%3d623afc31-106b-42c8-9581-d169ee82ec7e,2021,30500,2024-07-04,1446596283,fontibon,bogota d.c.
ford escape 2.0 titanium,64500000,https://carro.mercadolibre.com.co/mco-1446621775-ford-escape-20-titanium-_jm#position%3d23%26search_layout%3dgrid%26type%3ditem%26tracking_id%3d623afc31-106b-42c8-9581-d169ee82ec7e,2016,72400,2024-07-04,1446621775,martires,bogota d.c.
hyundai elantra 1.8 i35 gls,44000000,https://carro.mercadolibre.com.co/mco-1446621461-hyundai-elantra-i35-gls-_jm#position%3d24%26search_layout%3dgrid%26type%3ditem%26tracking_id%3d623afc31-106b-42c8-9581-d169ee82ec7e,2020,82895,2024-07-04,1446621461,antonio nariño,bogota d.c.
kia picanto 1.3 vibrant,43500000,https://carro.mercadolibre.com.co/mco-1446634457-kia-picanto-13-vibrant-2019-_jm#position%3d25%26search_layout%3dgrid%26type%3ditem%26tracking_id%3d623afc31-106b-42c8-9581-d169ee82ec7e,2019,21500,2024-07-04,1446634457,medellin,antioquia
toyota hilux 2.8l srv,191000000,https://carro.mercadolibre.com.co/mco-1446659307-toyota-hilux-_jm#position%3d26%26search_layout%3dgrid%26type%3ditem%26tracking_id%3d623afc31-106b-42c8-9581-d169ee82ec7e,2019,80160,2024-07-04,1446659307,kennedy,bogota d.c.
nissan tiida 1.8 premium at,34000000,https://carro.mercadolibre.com.co/mco-1446620249-nissan-tiida-18-premium-at-_jm#position%3d28%26search_layout%3dgrid%26type%3ditem%26tracking_id%3d623afc31-106b-42c8-9581-d169ee82ec7e,2012,63800,2024-07-04,1446620249,suba,bogota d.c.
toyota prado 3.0 vx fl,330000000,https://carro.mercadolibre.com.co/mco-1446658845-toyota-prado-vx-30-_jm#position%3d29%26search_layout%3dgrid%26type%3ditem%26tracking_id%3d623afc31-106b-42c8-9581-d169ee82ec7e,2019,106000,2024-07-04,1446658845,kennedy,bogota d.c.
ford escape 2.0 se 4x2,83990000,https://carro.mercadolibre.com.co/mco-1446632603-ford-escape-20-_jm#position%3d30%26search_layout%3dgrid%26type%3ditem%26tracking_id%3d623afc31-106b-42c8-9581-d169ee82ec7e,2020,27000,2024-07-04,1446632603,fontibon,bogota d.c.
ford ecosport 2.0 se,55000000,https://carro.mercadolibre.com.co/mco-1446658249-ford-ecosport-se-20-_jm#position%3d31%26search_layout%3dgrid%26type%3ditem%26tracking_id%3d623afc31-106b-42c8-9581-d169ee82ec7e,2016,69000,2024-07-04,1446658249,barrios unidos,bogota d.c.
toyota prado 2.3 txl euro iv,336000000,https://carro.mercadolibre.com.co/mco-1446645275-toyota-prado-txl-23-euro-iv-_jm#position%3d32%26search_layout%3dgrid%26type%3ditem%26tracking_id%3d623afc31-106b-42c8-9581-d169ee82ec7e,2023,19551,2024-07-04,1446645275,medellin,antioquia
volkswagen t-cross 1.6l comfortline at,82000000,https://carro.mercadolibre.com.co/mco-1446696431-volkswagen-t-cross-comfortline-10-_jm#position%3d33%26search_layout%3dgrid%26type%3ditem%26tracking_id%3d623afc31-106b-42c8-9581-d169ee82ec7e,2021,19300,2024-07-04,1446696431,kennedy,bogota d.c.
mini cooper f56 lci se iconic at,170000000,https://carro.mercadolibre.com.co/mco-1446616823-mini-cooper-_jm#position%3d35%26search_layout%3dgrid%26type%3ditem%26tracking_id%3d623afc31-106b-42c8-9581-d169ee82ec7e,2023,21000,2024-07-04,1446616823,fontibon,bogota d.c.
renault duster oroch 2.0 dynamique,65400000,https://carro.mercadolibre.com.co/mco-2500929044-renault-duster-oroch-_jm#position%3d37%26search_layout%3dgrid%26type%3ditem%26tracking_id%3d623afc31-106b-42c8-9581-d169ee82ec7e,2022,37000,2024-07-04,2500929044,engativa,bogota d.c.
nissan qashqai 2.0 exclusive,79000000,https://carro.mercadolibre.com.co/mco-2501032156-nissan-qashqai-_jm#position%3d38%26search_layout%3dgrid%26type%3ditem%26tracking_id%3d623afc31-106b-42c8-9581-d169ee82ec7e,2016,136000,2024-07-04,2501032156,usaquen,bogota d.c.
peugeot 3008 1.6 allure,108000000,https://carro.mercadolibre.com.co/mco-2501006900-peugeot-3008-allure-_jm#position%3d39%26search_layout%3dgrid%26type%3ditem%26tracking_id%3d623afc31-106b-42c8-9581-d169ee82ec7e,2019,34748,2024-07-04,2501006900,suba,bogota d.c.
kia rio 1.25 2018,47500000,https://carro.mercadolibre.com.co/mco-2500928568-kia-rio-r-125-2018-_jm#position%3d40%26search_layout%3dgrid%26type%3ditem%26tracking_id%3d623afc31-106b-42c8-9581-d169ee82ec7e,2018,74931,2024-07-04,2500928568,suba,bogota d.c.
mazda 2 1.5 touring sedan,67000000,https://carro.mercadolibre.com.co/mco-2501019088-mazda-2-15-touring-sedan-2020-_jm#position%3d41%26search_layout%3dgrid%26type%3ditem%26tracking_id%3d623afc31-106b-42c8-9581-d169ee82ec7e,2020,52000,2024-07-04,2501019088,envigado,antioquia
suzuki grand vitara 1.6 sz glx sport,56500000,https://carro.mercadolibre.com.co/mco-2501001458-suzuki-grand-vitara-16-glx-sport-_jm#position%3d42%26search_layout%3dgrid%26type%3ditem%26tracking_id%3d623afc31-106b-42c8-9581-d169ee82ec7e,2015,92000,2024-07-04,2501001458,puente aranda,bogota d.c.
renault kangoo 1.6 express confort,36000000,https://carro.mercadolibre.com.co/mco-2500987468-renault-kangoo-16-express-confort-_jm#position%3d43%26search_layout%3dgrid%26type%3ditem%26tracking_id%3d623afc31-106b-42c8-9581-d169ee82ec7e,2018,54000,2024-07-04,2500987468,suba,bogota d.c.
mazda cx-30 2.5 grand touring at,105000000,https://carro.mercadolibre.com.co/mco-2500971800-mazda-cx-30-grand-touring-25-_jm#position%3d44%26search_layout%3dgrid%26type%3ditem%26tracking_id%3d623afc31-106b-42c8-9581-d169ee82ec7e,2022,27100,2024-07-04,2500971800,suba,bogota d.c.
nissan sentra 2.0 b16,32000000,https://carro.mercadolibre.com.co/mco-2500905726-nissan-sentra-_jm#position%3d45%26search_layout%3dgrid%26type%3ditem%26tracking_id%3d623afc31-106b-42c8-9581-d169ee82ec7e,2013,79300,2024-07-04,2500905726,chapinero,bogota d.c.
toyota rav4 2.0 xle,131300000,https://carro.mercadolibre.com.co/mco-1446553137-toyota-rav-4-20-xle-2020-_jm#position%3d47%26search_layout%3dgrid%26type%3ditem%26tracking_id%3d623afc31-106b-42c8-9581-d169ee82ec7e,2020,44000,2024-07-04,1446553137,medellin,antioquia
kia sonet 1.5 vibrant,85500000,https://carro.mercadolibre.com.co/mco-1446513821-kia-sonet-_jm#position%3d48%26search_layout%3dgrid%26type%3ditem%26tracking_id%3d623afc31-106b-42c8-9581-d169ee82ec7e,2023,28850,2024-07-04,1446513821,kennedy,bogota d.c.
toyota prado 3.0 txl,152000000,https://carro.mercadolibre.com.co/mco-1419186971-toyota-prado-_jm#position=13&search_layout=grid&type=item&tracking_id=51bdd842-aedf-4c88-a99e-4349acd30eab,2013,123763,2024-05-01,1419186971,bosa,bogota d.c.
volkswagen amarok 2.0 andina,95000000,https://carro.mercadolibre.com.co/mco-2353340144-volkswagen-amarok-_jm#position=14&search_layout=grid&type=item&tracking_id=51bdd842-aedf-4c88-a99e-4349acd30eab,2016,135000,2024-05-01,2353340144,kennedy,bogota d.c.
kia cerato pro 1.6,45500000,https://carro.mercadolibre.com.co/mco-1418961379-kia-cerato-pro-_jm#position=35&search_layout=grid&type=item&tracking_id=51bdd842-aedf-4c88-a99e-4349acd30eab,2014,76504,2024-05-01,1418961379,kennedy,bogota d.c.
mazda 2 1.5 15ha1c,39500000,https://carro.mercadolibre.com.co/mco-2351229030-mazda-2-15ha1c-at-15-_jm#position=45&search_layout=grid&type=item&tracking_id=51bdd842-aedf-4c88-a99e-4349acd30eab,2015,97000,2024-05-01,2351229030,engativa,bogota d.c.
ford escape 2.0 se 4x4,50000000,https://carro.mercadolibre.com.co/mco-2351199240-ford-escape-se-4x4-20-_jm#position=46&search_layout=grid&type=item&tracking_id=51bdd842-aedf-4c88-a99e-4349acd30eab,2013,102184,2024-05-01,2351199240,san cristobal sur,bogota d.c.
mazda 3 1.6,30000000,https://carro.mercadolibre.com.co/mco-2351223208-mazda-3-_jm#position=47&search_layout=grid&type=item&tracking_id=51bdd842-aedf-4c88-a99e-4349acd30eab,2007,104000,2024-05-01,2351223208,kennedy,bogota d.c.
mercedes-benz clase c 1.8 cgi elegance,58000000,https://carro.mercadolibre.com.co/mco-2351209504-mercedes-benz-c-200-cgi-elegance-tp-18-_jm#position=48&search_layout=grid&type=item&tracking_id=51bdd842-aedf-4c88-a99e-4349acd30eab,2011,78000,2024-05-01,2351209504,usaquen,bogota d.c.
volkswagen jetta 2.5,45000000,https://carro.mercadolibre.com.co/mco-2381670008-volkswagen-jetta-trendline-25-_jm#position=5&search_layout=grid&type=item&tracking_id=8bc8791b-7368-4b37-b377-ea186fcf9112,2013,117000,2024-05-15,2381670008,chapinero,bogota d.c.
honda cr-v 2.4,84900000,https://carro.mercadolibre.com.co/mco-2381559786-honda-crv-24-_jm#position=6&search_layout=grid&type=item&tracking_id=8bc8791b-7368-4b37-b377-ea186fcf9112,2016,93000,2024-05-15,2381559786,chapinero,bogota d.c.
chevrolet sail 1.4 ltz mt,31500000,https://carro.mercadolibre.com.co/mco-2381621046-chevrolet-sail-14-ltz-mt-_jm#position=7&search_layout=grid&type=item&tracking_id=8bc8791b-7368-4b37-b377-ea186fcf9112,2016,61100,2024-05-15,2381621046,barrios unidos,bogota d.c.
ford focus 2.0 titanium,47000000,https://carro.mercadolibre.com.co/mco-2381558058-ford-focus-20-titanium-2014-_jm#position=8&search_layout=grid&type=item&tracking_id=8bc8791b-7368-4b37-b377-ea186fcf9112,2014,30300,2024-05-15,2381558058,suba,bogota d.c.
porsche macan 3.0,189900000,https://carro.mercadolibre.com.co/mco-2381618488-porsche-macan-s-30-viturbo-_jm#position=9&search_layout=grid&type=item&tracking_id=8bc8791b-7368-4b37-b377-ea186fcf9112,2015,42000,2024-05-15,2381618488,chapinero,bogota d.c.
mercedes-benz 4.6 4.6,160000000,https://carro.mercadolibre.com.co/mco-2381579590-mercedes-benz-gl-500-matic-47-_jm#position=10&search_layout=grid&type=item&tracking_id=8bc8791b-7368-4b37-b377-ea186fcf9112,2016,72000,2024-05-15,2381579590,chia,cundinamarca
mazda cx-5 2.0 touring camioneta,55600000,https://carro.mercadolibre.com.co/mco-1424716339-mazda-cx-5-_jm#position=11&search_layout=grid&type=item&tracking_id=8bc8791b-7368-4b37-b377-ea186fcf9112,2018,62400,2024-05-15,1424716339,suba,bogota d.c.
toyota rav4 2.0 street,97900000,https://carro.mercadolibre.com.co/mco-2381578798-toyota-rav4-street-20-_jm#position=12&search_layout=grid&type=item&tracking_id=8bc8791b-7368-4b37-b377-ea186fcf9112,2018,49800,2024-05-15,2381578798,suba,bogota d.c.
renault duster 1.6 zen,78000000,https://carro.mercadolibre.com.co/mco-2324417124-renault-duster-_jm#position=9&search_layout=grid&type=item&tracking_id=f5ae6600-daf1-4597-9a60-c8f567643b7a,2023,36000,2024-04-15,2324417124,suba,bogota d.c.
renault twizy technic mt 13kw electrico,36000000,https://carro.mercadolibre.com.co/mco-2381616864-renault-twizy-technic-mt-13kw-electrico-_jm#position=13&search_layout=grid&type=item&tracking_id=8bc8791b-7368-4b37-b377-ea186fcf9112,2019,11000,2024-05-15,2381616864,suba,bogota d.c.
nissan np300 frontier 2.5l,118800000,https://carro.mercadolibre.com.co/mco-2381555096-nissan-np-300-frontier-25-_jm#position=14&search_layout=grid&type=item&tracking_id=8bc8791b-7368-4b37-b377-ea186fcf9112,2019,103464,2024-05-15,2381555096,suba,bogota d.c.
ford ranger 3.2 limited,145000000,https://carro.mercadolibre.com.co/mco-1424694507-ford-ranger-xlt-32-4x4-_jm#position=15&search_layout=grid&type=item&tracking_id=8bc8791b-7368-4b37-b377-ea186fcf9112,2021,47500,2024-05-15,1424694507,suba,bogota d.c.
bmw serie 1 3.0 135i e88 cabriolet,95000000,https://carro.mercadolibre.com.co/mco-1424714467-bmw-135i-30-e88-cabriolet-2012-_jm#position=16&search_layout=grid&type=item&tracking_id=8bc8791b-7368-4b37-b377-ea186fcf9112,2012,65000,2024-05-15,1424714467,kennedy,bogota d.c.
volkswagen voyage 1.6 comfortline mt,53000000,https://carro.mercadolibre.com.co/mco-1424714289-volkswagen-voyage-16-comfortline-mt-_jm#position=17&search_layout=grid&type=item&tracking_id=8bc8791b-7368-4b37-b377-ea186fcf9112,2022,5700,2024-05-15,1424714289,suba,bogota d.c.
renault duster 1.3 intense cvt,73000000,https://carro.mercadolibre.com.co/mco-2381527892-renault-duster-intense-13-_jm#position=18&search_layout=grid&type=item&tracking_id=8bc8791b-7368-4b37-b377-ea186fcf9112,2022,45000,2024-05-15,2381527892,kennedy,bogota d.c.
mercedes-benz clase gla 1.6 urban,94000000,https://carro.mercadolibre.com.co/mco-2381552990-mercedes-benz-clase-gla-16-200-urban-_jm#position=19&search_layout=grid&type=item&tracking_id=8bc8791b-7368-4b37-b377-ea186fcf9112,2018,126427,2024-05-15,2381552990,cota,cundinamarca
chevrolet sail 1.4 ls,31900000,https://carro.mercadolibre.com.co/mco-2381524972-chevrolet-sail-14-ls-mt-2018-_jm#position=20&search_layout=grid&type=item&tracking_id=8bc8791b-7368-4b37-b377-ea186fcf9112,2018,69000,2024-05-15,2381524972,kennedy,bogota d.c.
ford explorer 2.3 limited 4x4,125000000,https://carro.mercadolibre.com.co/mco-1424678377-ford-explorer-limited-4x4-23-_jm#position=21&search_layout=grid&type=item&tracking_id=8bc8791b-7368-4b37-b377-ea186fcf9112,2019,64500,2024-05-15,1424678377,usaquen,bogota d.c.
suzuki swift 1.2 hybrid,65000000,https://carro.mercadolibre.com.co/mco-2381326698-suzuki-swift-2022-_jm#position=22&search_layout=grid&type=item&tracking_id=8bc8791b-7368-4b37-b377-ea186fcf9112,2022,30800,2024-05-15,2381326698,usaquen,bogota d.c.
toyota prado 4.0 tx-l,155500000,https://carro.mercadolibre.com.co/mco-2381326368-toyota-_jm#position=23&search_layout=grid&type=item&tracking_id=8bc8791b-7368-4b37-b377-ea186fcf9112,2013,155700,2024-05-15,2381326368,usaquen,bogota d.c.
renault koleos 2.5 sportway 4x4,59000000,https://carro.mercadolibre.com.co/mco-1424603993-renault-koleos-sportway-_jm#position=24&search_layout=grid&type=item&tracking_id=8bc8791b-7368-4b37-b377-ea186fcf9112,2015,51000,2024-05-15,1424603993,usaquen,bogota d.c.
volkswagen new beetle 2.5 design,50000000,https://carro.mercadolibre.com.co/mco-1424640203-volkswagen-new-beetle-25-design-2016-_jm#position=25&search_layout=grid&type=item&tracking_id=8bc8791b-7368-4b37-b377-ea186fcf9112,2016,74000,2024-05-15,1424640203,envigado,antioquia
ford escape 2.5 titanium,159990000,https://carro.mercadolibre.com.co/mco-1424674205-ford-escape-titanium-4x4-_jm#position=26&search_layout=grid&type=item&tracking_id=8bc8791b-7368-4b37-b377-ea186fcf9112,2022,17650,2024-05-15,1424674205,teusaquillo,bogota d.c.
mercedes-benz clase gla 1.6 x156,82000000,https://carro.mercadolibre.com.co/mco-2381285636-mercedes-benz-gla-200-16-x156-2o15-_jm#position=27&search_layout=grid&type=item&tracking_id=8bc8791b-7368-4b37-b377-ea186fcf9112,2015,157842,2024-05-15,2381285636,medellin,antioquia
chevrolet spark 1.0 lt,21500000,https://carro.mercadolibre.com.co/mco-1424639637-chevrolet-spark-lt-_jm#position=28&search_layout=grid&type=item&tracking_id=8bc8791b-7368-4b37-b377-ea186fcf9112,2010,92000,2024-05-15,1424639637,antonio nariño,bogota d.c.
renault sandero 1.6 authentique / life,45500000,https://carro.mercadolibre.com.co/mco-1424663899-renault-sandero-16-authentique-life-_jm#position=29&search_layout=grid&type=item&tracking_id=8bc8791b-7368-4b37-b377-ea186fcf9112,2022,17400,2024-05-15,1424663899,bogota,cundinamarca
volkswagen jetta 2.0 clasico at,40800000,https://carro.mercadolibre.com.co/mco-1424673175-volkswagen-jetta-clasico-_jm#position=30&search_layout=grid&type=item&tracking_id=8bc8791b-7368-4b37-b377-ea186fcf9112,2015,77500,2024-05-15,1424673175,suba,bogota d.c.
dfsk k05 1.2,49500000,https://carro.mercadolibre.com.co/mco-1424663731-dfskdfmdfzl-k05s-12-_jm#position=31&search_layout=grid&type=item&tracking_id=8bc8791b-7368-4b37-b377-ea186fcf9112,2022,19000,2024-05-15,1424663731,chapinero,bogota d.c.
dodge ram 3.6 1500 hibrid,210000000,https://carro.mercadolibre.com.co/mco-1424628047-dodge-ram-1500-_jm#position=32&search_layout=grid&type=item&tracking_id=8bc8791b-7368-4b37-b377-ea186fcf9112,2021,37000,2024-05-15,1424628047,engativa,bogota d.c.
renault logan 1.6  dynamique f.ii  mt,31000000,https://carro.mercadolibre.com.co/mco-2381323462-renault-logan-16-dynamique-fii-mt-_jm#position=33&search_layout=grid&type=item&tracking_id=8bc8791b-7368-4b37-b377-ea186fcf9112,2016,134000,2024-05-15,2381323462,suba,bogota d.c.
toyota corolla 1.8 se-g hibrido,116500000,https://carro.mercadolibre.com.co/mco-1424672551-toyota-corolla-18-se-g-hibrido-2023-_jm#position=34&search_layout=grid&type=item&tracking_id=8bc8791b-7368-4b37-b377-ea186fcf9112,2023,10500,2024-05-15,1424672551,medellin,antioquia
nissan versa 1.6,38900000,https://carro.mercadolibre.com.co/mco-1424627397-nissan-versa-advance-16-_jm#position=35&search_layout=grid&type=item&tracking_id=8bc8791b-7368-4b37-b377-ea186fcf9112,2013,46300,2024-05-15,1424627397,suba,bogota d.c.
mercedes-benz 2004 3.2,59000000,https://carro.mercadolibre.com.co/mco-2381284016-mercedes-benz-e-32-elegance-v6-_jm#position=36&search_layout=grid&type=item&tracking_id=8bc8791b-7368-4b37-b377-ea186fcf9112,2004,62500,2024-05-15,2381284016,usaquen,bogota d.c.
